area_m,popul,young_all,ekder_all,green_zone_part,indust_part,healthcare_centers,university_top_20,avg_houseprice,1,2,8,9,10,11,13,16,24,25,32,36,40,64,65,72,73
1.980113807,10.55182656,-1.789775272,-0.808011766,-0.281851152,-2.442347035,1,0,6414163.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980070853,10.53720467,-1.880413729,-1.340922364,-0.363965377,-4.59511985,0,0,6732381.18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.980099855,10.70359482,-2.142916852,-1.142751726,-2.442347035,-0.944461609,3,0,5840068.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979951055,10.53743161,-1.882998274,-1.115120511,-2.586689344,-1.734601055,3,0,9030183.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980037075,10.61177175,-1.665816009,-1.083699258,-2.586689344,-0.895384047,0,0,7303110.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980135287,10.81647068,-1.865083536,-1.172628723,-1.658228077,-1.815289967,3,0,7064347.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979999757,10.60919994,-1.908796238,-1.186598055,-1.815289967,-2.197224577,0,0,7786558.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980219081,10.4383294,-1.768051173,-0.963325078,-3.17805383,-0.619039208,3,0,10048985.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980049462,10.40675201,-1.997235695,-1.397481182,-1.815289967,-0.120144312,1,0,5718275.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.979966503,9.9093745,-1.694439283,-0.986795712,-2.442347035,-4.59511985,0,0,12353644.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980146324,10.42325642,-2.167528514,-1.453358856,-0.619039208,-1.098612289,3,0,8698197.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980042352,10.60547988,-1.74112006,-0.936014275,-0.575364145,-4.59511985,2,0,8690294.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979956336,10.29444899,-2.066589038,-0.865894446,-0.944461609,-4.59511985,0,0,12851683.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980252932,10.88991362,-2.019245851,-0.959476628,-0.405465108,-1.386294361,3,0,5792339.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.98012032,10.52294395,-2.064533478,-0.955477723,-1.815289967,-0.753771802,2,0,6283254.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.98030662,10.93986447,-1.667466055,-1.055736624,-1.15267951,-1.992430165,2,0,8147077.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.98011049,10.03929458,-1.58457461,-1.138192694,-2.586689344,-1.098612289,3,0,10719562.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979935947,10.33817307,-1.730213983,-0.944865023,-1.450010176,-2.751535313,0,0,8546164.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980163438,10.68694674,-2.039177665,-0.97870458,0.080042708,-4.59511985,1,0,5986090.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980265401,10.53913167,-2.022525957,-1.014164534,0.619039208,-3.891820298,6,0,9435211.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.97989779,9.401768925,-1.758983045,-1.115078688,-0.84729786,-4.59511985,1,1,12386512.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980370584,10.97863861,-1.779877306,-0.973800457,0.8001193,-2.944438979,1,0,8282320.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980380185,10.99467037,-1.497341724,-1.68572299,-1.734601055,-2.944438979,1,0,6811091.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979802541,10.3503678,-1.840378053,-1.158063843,-1.585627264,-1.15267951,0,0,6517949.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980083767,10.55201764,-1.869665402,-1.061429312,-1.208311206,-1.386294361,0,0,7185202.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979877558,10.23859934,-1.799736456,-1.046385322,-2.944438979,-1.208311206,4,0,8902786.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.980092344,9.536943135,-1.916090151,-1.273174321,-1.992430165,-0.322773392,0,0,5268274.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.980080555,10.86987812,-2.016708154,-1.100754455,-1.815289967,-1.734601055,3,0,8995446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979896593,10.49023694,-1.7084114,-1.062207315,-2.944438979,-1.900958761,4,0,7095220.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.98026282,10.24343676,-1.364847549,-1.867149929,-3.47609869,-1.585627264,1,0,6403857.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.979816612,10.14745767,-1.825296566,-1.172895134,-0.994622575,-3.891820298,0,0,7300720.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980180642,10.38269781,-1.710567245,-1.48301325,-2.586689344,-1.585627264,2,0,5954844.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980212019,10.3142275,-1.818563948,-1.040332256,-0.8001193,-4.59511985,2,0,12567092.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980087773,10.8082651,-1.942889052,-1.179417486,-0.489548225,-4.59511985,1,0,6148009.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980125614,10.42793809,-1.902780006,-1.176922284,-2.442347035,-0.753771802,5,1,7402324.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980012493,9.960187492,-1.960439486,-0.954688709,-1.208311206,-2.586689344,0,0,8795050.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979963744,10.32552185,-1.84972835,-1.155470439,-0.994622575,-2.090741097,3,0,6827314.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980304748,10.93452394,-1.71349767,-1.278110781,-0.994622575,-1.815289967,3,0,6278500.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.979727077,10.36912843,-1.872603355,-0.849898142,-2.751535313,-4.59511985,1,0,13397963.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979943262,10.33947397,-1.968065165,-0.890213439,-1.324925415,-2.944438979,1,0,7385352.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979464538,9.41335814,-1.859005064,-0.869394801,-3.17805383,-2.197224577,1,0,6754174.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980202867,11.26435117,-1.554531674,-1.425448311,-1.386294361,-2.197224577,5,0,7435449.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979889472,9.706359727,-1.685695636,-0.969384091,-0.944461609,-0.753771802,0,0,5031325.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979871085,10.06075456,-2.069935218,-0.706756784,-1.815289967,-3.47609869,0,1,11546972.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980388816,9.662601311,-1.805907369,-1.074703711,1.815289967,-2.197224577,0,0,5893793.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980220913,10.99563622,-1.585336611,-1.54745881,-1.386294361,-2.442347035,1,0,8800282.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980158838,10.28882863,-2.134343524,-1.234019154,-2.442347035,-1.045968555,3,1,7565008.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.980291745,10.74858815,-1.60996443,-1.221188456,-2.442347035,-1.815289967,1,0,7199450.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.98007797,10.29023185,-1.788217641,-0.981218382,-2.197224577,-0.753771802,2,0,7430191.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980145081,10.63461847,-1.76360667,-1.019417982,-0.489548225,-2.751535313,1,0,8377018.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979938143,10.30750865,-1.765440004,-1.189351039,-3.47609869,-1.324925415,3,0,9534148.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980194344,9.15702393,-1.493009744,-1.600055043,-2.586689344,-1.098612289,0,0,5512430.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980067233,9.824480156,-1.893790543,-1.313265858,-3.891820298,0,0,0,6043626.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979859561,10.46938777,-1.711199367,-1.019220857,-2.586689344,-2.944438979,2,0,6168623.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979780882,10.5465222,-1.945098739,-1.451656962,-3.17805383,-2.944438979,1,0,7356115.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980111333,10.60285825,-1.989748665,-1.602037391,-2.586689344,-3.17805383,3,0,5980323.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979990223,10.31538625,-1.903200974,-1.175456837,-1.516347489,-2.197224577,2,1,13850878.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980300349,10.65936074,-1.770694181,-1.309454197,-1.815289967,-0.753771802,0,0,7564973.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980049558,10.82742262,-2.160138133,-1.399806001,-2.313634929,-2.090741097,1,0,6774591.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.980065235,10.7286846,-2.338220817,-0.929877302,-0.405465108,-3.891820298,0,0,6677480.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980219297,10.10850084,-1.913912641,-0.939854658,-0.363965377,-2.751535313,3,0,8687360.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980159018,10.98187228,-1.884046135,-1.102850194,-2.090741097,-0.8001193,1,0,7194399.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.980311465,10.36438823,-1.865709837,-0.997115481,-3.17805383,-0.241162057,0,0,5684482.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980155897,10.7910969,-2.10054418,-1.087514108,-2.442347035,-1.15267951,3,0,6074523.51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.980231081,9.99742802,-1.824769712,-1.021041,-1.450010176,-1.658228077,4,0,8969282.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.97995956,10.36571824,-2.214668159,-0.850126881,-2.197224577,-2.944438979,3,0,6457894.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980200171,10.68976305,-1.892921277,-0.955294913,-2.442347035,-2.944438979,2,1,14032071.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979888368,10.10361094,-1.944485685,-1.300586937,-0.994622575,-4.59511985,1,1,12971689.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980315528,10.7019863,-1.771918959,-1.135383597,-1.516347489,-3.47609869,5,1,12470891.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980009844,10.5322612,-1.849563264,-0.974335545,-3.47609869,-0.663294217,0,0,6844912.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979752363,9.693546542,-1.77195438,-1.016312207,-1.658228077,-1.265666373,3,1,7681693.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980078334,9.561172457,-1.833335899,-1.047062767,-0.895384047,-1.658228077,3,0,5324129.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979602404,10.06069668,-1.673218679,-1.090517613,-3.47609869,-2.751535313,2,0,8206249.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980169284,9.445797922,-1.404361666,-1.947243442,-1.658228077,-1.324925415,0,0,6917222.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.98012201,10.42926156,-1.925881896,-1.596380222,0.363965377,-4.59511985,2,0,7686996.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979838126,10.38136563,-1.749950591,-0.908448422,-2.751535313,-3.17805383,0,0,5944907.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979969168,10.68702098,-1.59562017,-1.24114086,-1.734601055,-1.450010176,1,0,6949813.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980134198,10.88657677,-1.681998196,-1.030116535,-0.489548225,-4.59511985,3,0,7895547.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980086913,10.56174343,-1.749886034,-1.05660838,-1.815289967,-1.585627264,3,0,9298412.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.980150937,9.700391388,-1.783130598,-0.946022125,-0.489548225,-1.734601055,0,0,6078500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979752231,10.04774568,-1.908074772,-1.089450962,-2.442347035,-1.516347489,0,0,9599378.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9800845,10.38987972,-1.971462935,-1.07746894,-3.891820298,-0.708185058,5,1,7421747.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980166623,10.05211452,-2.101192969,-0.841286854,0.120144312,-2.944438979,3,0,11751704.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980192713,10.62408081,-1.711281131,-1.351775707,-2.313634929,-0.489548225,2,0,5585877.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979858942,9.462167519,-1.678588426,-0.935439086,-3.17805383,-1.815289967,0,0,4848811.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980290267,10.88154303,-1.82615405,-1.091709224,-0.619039208,-2.944438979,1,0,9184445.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979864155,10.09360433,-1.833998893,-1.299429998,-1.734601055,-1.450010176,1,0,8218231.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980091967,10.64456,-1.848516415,-0.976398783,-2.751535313,-3.891820298,3,1,10153920,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979898433,10.53002359,-1.831226852,-1.052878823,-1.992430165,-1.900958761,1,0,6605065.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.98010389,10.73627378,-1.908200923,-0.837669558,-0.241162057,-4.59511985,1,0,8563557.53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.980171782,10.34942046,-1.759644199,-1.164904232,-0.663294217,-3.47609869,2,0,7474839.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980284286,9.745329947,-1.588594932,-1.1077985,-0.447312218,-2.313634929,0,0,5162510.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.98019152,10.61607454,-1.821009459,-0.96540509,-0.663294217,-4.59511985,1,1,11448674.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980172062,10.66007251,-2.105033008,-0.900313458,-0.663294217,-3.891820298,2,0,5804444.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980269681,9.202844341,-1.721465378,-1.215517575,-2.751535313,-2.944438979,1,0,5024090.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979941154,10.15541757,-1.841246448,-0.877178693,-2.442347035,-1.516347489,2,0,9586779.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.97972057,8.744881567,-1.926475206,-1.161689064,-2.313634929,-0.405465108,0,0,7275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979802011,10.46941418,-1.67776051,-1.160331357,-2.090741097,-1.208311206,1,0,6647743.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979792689,10.29049469,-1.750426635,-1.193552915,-1.15267951,-1.658228077,4,0,5584995.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980266179,11.16632018,-2.073182413,-0.994907683,-0.8001193,-3.17805383,3,0,6530211.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980072856,10.31744459,-1.641844878,-1.331515659,-2.751535313,-0.200670695,0,0,5310922.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979879681,10.7352121,-1.735267305,-1.160089246,-1.992430165,-4.59511985,0,0,6644779.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979945502,10.6878776,-1.933185849,-1.084440216,-2.313634929,-4.59511985,0,2,8263898.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980104124,10.58123904,-1.869651034,-1.059599056,-3.47609869,-2.944438979,4,2,11490873.52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.979917101,10.20181034,-1.746213477,-1.12940606,-2.751535313,-0.120144312,1,0,7662112.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.980080006,10.19051341,-2.256869871,-0.924309403,-1.324925415,-2.313634929,1,0,12603389.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.97991455,9.888364088,-1.900846476,-1.107414258,-3.891820298,-1.045968555,3,0,11301007.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.979887282,10.16873995,-2.007867927,-1.138072283,-3.47609869,-1.265666373,3,0,8684615.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.980058089,10.28023672,-1.661642478,-0.955530331,-2.442347035,-4.59511985,3,2,12841249.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.979847731,10.02514036,-1.766214923,-1.069333935,-3.47609869,-4.59511985,2,3,16218682.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
